restaurant_name,cuisine_type,review_telugu,rating,location
ప్రాతఃకాల భోజనం,Tandoori,కాఫీ రుచి మామూలుగా ఉంది,4,కరీంనగర్
చికెన్ జంక్షన్,Tandoori,చికెన్ ఫ్రై రుచి మామూలుగా ఉంది,4,కరీంనగర్
బిరియానీ హౌస్,Fast Food,ఫ్రెష్ గా చేసిన పిజ్జా చాలా టేస్టీ గా ఉంది.,4,కరీంనగర్
మద్రాస్ కైచెన్,Tandoori,సూప్ చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,4,అనంతపూర్
రాజ్ బిరియానీ,Tandoori,పిజ్జా అసలు బాలేదు.,5,నెల్లూరు
స్వీట్ షాప్,North Indian,స్పైసీ లవర్స్ కి పకోడీ బెస్ట్ ఆప్షన్.,5,రాజమండ్రి
రాజ్ బిరియానీ,Andhra Meals,ఉలవచారు రుచి మామూలుగా ఉంది,1,హైదరాబాద్
పిజ్జా హట్,South Indian,బర్గర్ అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,1,తిరుపతి
మల్టి కైచెన్,Tandoori,సూప్ రుచి మామూలుగా ఉంది,3,విజయవాడ
క్విక్ బైట్,North Indian,బర్గర్ చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,2,రాజమండ్రి
హోటల్ సత్యం,Andhra Meals,ధర కొంచెం ఎక్కువ కానీ పనీర్ బట్టర్ మసాలా చాలా బాగుంది.,4,విజయవాడ
గృహిణి వంటలు,Biryani,పొంగల్ క్వాలిటీ అద్భుతం!,1,హైదరాబాద్
తాండా చికెన్,Andhra Meals,ఇక్కడి పూరీ అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,5,వరంగల్
ఆసియన్ వోక్,Andhra Meals,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా మటన్ కర్రీ సూపర్.,3,విశాఖపట్నం
తందూరి స్టార్,North Indian,పకోడీ చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,4,తిరుపతి
బ్రహ్మ భోజనాలయం,Chinese,చికెన్ ఫ్రై చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,3,నెల్లూరు
హల్దీ ఘర్,North Indian,ధర కొంచెం ఎక్కువ కానీ మటన్ కర్రీ చాలా బాగుంది.,5,తిరుపతి
గోల్డెన్ ప్యాలెస్,North Indian,గోబీ 65 రుచి మరచిపోలేనిది.,2,కాకినాడ
ఫాస్ట్ ట్రాక్,Tandoori,పనీర్ బట్టర్ మసాలా అసలు బాలేదు.,3,గుంటూరు
చైనీస్ వక్,Andhra Meals,మలై కొఫ్తా రుచి మామూలుగా ఉంది,3,విశాఖపట్నం
బ్రహ్మ భోజనాలయం,North Indian,పులిహోర అసలు బాలేదు.,5,హైదరాబాద్
మల్టి కైచెన్,South Indian,ఇక్కడి దోసె అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,5,కాకినాడ
హోటల్ శ్రీ కృష్ణ,North Indian,స్పైసీ లవర్స్ కి టీ బెస్ట్ ఆప్షన్.,2,తిరుపతి
స్పైస్ గార్డెన్,Chinese,కాఫీ అసలు బాలేదు.,2,హైదరాబాద్
గ్రీన్ లీఫ్,South Indian,ఇక్కడి పొంగల్ అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,5,విజయవాడ
నూడుల్ వరల్డ్,Fast Food,ఇక్కడి మటన్ కర్రీ అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,4,కాకినాడ
నవరత్న హోటల్,Chinese,స్పైసీ లవర్స్ కి పులిహోర బెస్ట్ ఆప్షన్.,4,వరంగల్
గ్రిల్ యార్డ్,Tandoori,గోబీ 65 క్వాలిటీ అద్భుతం!,4,విజయవాడ
బిరియానీ బ్రదర్స్,North Indian,మలై కొఫ్తా అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,1,విజయవాడ
పర్ఫెక్ట్ టిఫిన్స్,Chinese,ధర కొంచెం ఎక్కువ కానీ పిజ్జా చాలా బాగుంది.,1,విజయవాడ
బిరియానీ బ్రదర్స్,Chinese,ఉలవచారు చాలా రుచిగా ఉంది. తప్పక ప్రయత్నించండి!,3,గుంటూరు
సీఫుడ్ బే,South Indian,పొంగల్ అసలు బాలేదు.,3,తిరుపతి
మసాలా మేజిక్,North Indian,గోబీ 65 అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,2,తిరుపతి
సౌత్ ఇండియా కాఫీ హౌస్,North Indian,పొంగల్ క్వాలిటీ అద్భుతం!,3,హైదరాబాద్
బ్రహ్మ భోజనాలయం,Biryani,ఉలవచారు క్వాలిటీ అద్భుతం!,2,కాకినాడ
కాఫీ డే,South Indian,గోబీ 65 పరవాలేదు ,4,కరీంనగర్
కాఫీ డే,Fast Food,టీ అద్భుతం. ఖచ్చితంగా రికమెండ్ చేస్తాను!,5,విజయవాడ
రామయ్య హోటల్,Tandoori,బిర్యాని క్వాలిటీ అద్భుతం!,1,హైదరాబాద్
చికెన్ కింగ్,Andhra Meals,ఫుడ్ సర్వ్ చేయడానికి టైం ఎక్కువ అయినా కాఫీ సూపర్.,2,ఖమ్మం
హల్దీ ఘర్,North Indian,మలై కొఫ్తా అసలు బాలేదు.,3,నెల్లూరు
ఫాస్ట్ ట్రాక్,Andhra Meals,ధర కొంచెం ఎక్కువ కానీ పాయసం చాలా బాగుంది.,5,అనంతపూర్
మొఘలై దినింగ్,Chinese,"నిజంగా చెప్పాలి అంటే, బిర్యాని నాకు చాలా నచ్చింది.",5,గుంటూరు
చికెన్ కింగ్,Fast Food,పిజ్జా అసలు బాలేదు.,2,కాకినాడ
శాంతి సాగర్,Chinese,ధర కొంచెం ఎక్కువ కానీ బిర్యాని చాలా బాగుంది.,3,విజయవాడ
నూడుల్స్ షాప్,South Indian,ఇక్కడి పాయసం అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,5,గుంటూరు
ఫాస్ట్ ఫుడ్ జంక్షన్,Fast Food,ఇక్కడి నూడుల్స్ అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,1,రాజమండ్రి
నవరత్న హోటల్,South Indian,ధర కొంచెం ఎక్కువ కానీ మటన్ కర్రీ చాలా బాగుంది.,2,ఖమ్మం
చైనా టౌన్,Andhra Meals,స్పైసీ లవర్స్ కి ఉలవచారు బెస్ట్ ఆప్షన్.,1,అనంతపూర్
పిజ్జా కార్నర్,Biryani,ఇక్కడి బర్గర్ అసలు సూపర్! మళ్ళీ రావాలనిపించింది.,3,తిరుపతి
